id,name,score,publisher,developer,follow,order,topic,review,install,recommend
23226,天诀,,深圳市天天嗨玩网络科技有限公司,,16,,,4,73,
23227,Ink Color Pinball: Ink's world,,Dots Game,,167,,,2,,
23228,Toybox,,Samuel Baird,,4,,,,,
23229,Recontact: Istanbul,,Eray Dinc,,101,,,5,,
23231,中华方块 Brix HD,,"Blueonionsoft, Corp.",,,,,,,
23234,中文填字游戏精选: 能全家一起玩的益智游戏,8.9,Xin Peng,,653,,,10,,
23235,洛丽圣地,8.3,Onaemo Studio,,1703,,2,27,,
23237,Pettson's Inventions Deluxe,,Filimundus AB,,29,,,,,
23238,迷宫地下城,6.7,uaJoyTech,,462,,,7,,
23241,行星侵略者,,Cotton.sg,,18,,,2,,
23242,"二战塔防-TD策略游戏,红色帝国警戒风云",1.8,Bin Mo,,56,,,14,,
23243,StarHorse Pocket,,SEGA,,,417,,3,,
23244,帕特森的发明 3,,Filimundus AB,,124,,,2,,
23245,Creepy Clown Attack,,"Tapinator, Inc. (Ticker: TAPM)",,11,,,,,
23246,符文魔典 编年史,3.5,Chorus Worldwide Games Limited,,468,,1,16,,
23247,枪鸣,8.7,Dreamotion Inc.,,5095,,4,63,,
23249,Glyph Quest,,"Alex, Leanne and Sproglet",,24,,,,,
23252,Slash Mobs,,DoubleJump Games Inc.,,5,,,2,,
23254,クロスレギオン:ラストフューチャーJP,,"NEXON Co., Ltd.",,60,,,1,,
23255,ＶＡＹ?流星の鎧?,,"SoMoGa, Inc.",,1,,,,,
23257,Pip Wangler,,Mousepickle Limited,,1,,,,,
23259,Super Glyph Quest,,"Alex, Leanne and Sproglet",,12,,,,,
23260,九陰真經3D,,Butterfly Digital Entertainment Ltd.,,18,,,1,,
23263,Toca Life: Farm,8.8,Toca Boca AB,,3081,,2,32,,
23264,现代冲突2,9.1,Gaijin Distribution,,3326,,2,45,,
23265,EPOCH.2,9.2,Uppercut Games Pty Ltd,,402,,1,5,,yes
23266,Modern Conflict,,Gaijin Distribution,,138,,,4,,
23267,甜甜小怪兽,,"SQUARE ENIX Co.,Ltd.",,85,,,2,,
23268,ぱちんこクロユリ団地 実機アプリ,,"CROSSGATE.Co.,Ltd.",,1,,,,,
23269,PWN: Combat Hacking,,Erik Asmussen,,4,,,1,,
23271,Dodo Master Pocket,,semir Saleh,,8,,,,,
23281,CNTR - Minimalist Arcade Platformer,,Sergey Zapuhlyak,,2,,,,,
23283,大漁Ⅱ,,Kita Denshi Corporation,,1,,,,,
23284,Japanese Tracing : Hiragana,,"Statix Co.,Ltd.",,,,,,,
23285,Mystery Case Files: Key To Ravenhearst - A Mystery Hidden Object Game (Full),,"Big Fish Games, Inc",,3,,,,,
23288,幻獣物語２,9.3,Lifemaker Inc.,,2930,,6,37,,
23289,古の女神と宝石の射手,,"Copan, Inc.",,35,,,3,,
23290,巨星足球(Star Soccer),,Li Zhang,,33,,,1,,
23292,Coin Dozer Pro,,Game Circus LLC,,35,,,,,
23293,Hyper Square,9.5,Sigono Inc.,,2981,,,38,,
23305,Crush the Castle,,Armor Games,,23,,,3,,
23306,GTron NoAds,,Giang Nguyen,,53,,,,,
23307,Sonic Dash 2: Sonic Boom,,SEGA,,48,,,,,
23309,Hello Kitty 宝石城!,,Sanrio Digital Europe,,65,,,2,,
23310,安城密室 3 豪華版 (Antrim Escape 3 中文版)!,,Game Hive Corporation,,61,,,1,,
23311,逃脱游戏: 100 Floors - 游戏攻略,,Tobi Apps Limited,,18,,,,,
23312,摔角革命（专业的）,,Matthew James,,77,,,6,,
23319,Swap Heroes,,savorygames,,6,,,,,
23321,Crazy Snowboard,,Ezone.com,,86,,,1,,
23324,怪物卡车越野射击 - 顶级赛车游戏,,Grey Falcon,,28,,,,,
23326,梦想世界,8.1,广州多益网络股份有限公司,,7938,,18,83,13575,
23327,Dig Deep!,8.8,Noodlecake Studios Inc,,664,,1,7,,
23328,ダービースタリオン マスターズ,,"Drecom Co., Ltd.",,11,,,,,
23329,SPARX,,SmileBoom Co.Ltd.,,3,,,,,
23331,Lost Souls: 失落灵魂 (Full),,G5 Entertainment AB,,144,,,2,,
23335,ネコ公園で待ってる,,sweet ampoule,,4,,,,,
23336,The Bard's Tale,,inXile entertainment,,475,,,5,,
23337,蹒跚学步的孩子游戏、婴儿学习的2+,,Andrey Minkov,,5,,,1,,
23343,Egg!,,Nix Hydra Games,,26,,1,4,,
23349,????? ???,,"Yellowegg Co.,Ltd",,2,,,,,
23350,女儿国-少年西游回合制挂机策略卡牌手游,,Xunjue Shan,,8,,,1,,
23351,纸上火车：交通,,Istom Games Kft.,,198,,,3,,
23352,Cut the Buttons,,Open Name OOO,,41,,,6,,
23353,Mr. Driller,,BANDAI NAMCO Entertainment America Inc.,,14,,,1,,
23354,龙谷世界,6.8,"Backflip Studios, Inc.",,902,,7,36,,
23355,Alien Creeps TD,7.9,Outplay Entertainment Ltd,,5378,,1,43,,
23356,NBA LIVE Mobile Basketball,7.2,艺电 EA,,14360,,9,47,,
23357,恐龙战队兽连者,,MoveGames,,141,,,,,
23359,Frozen Crystal,,Happy Casual Games,,7,,,,,
23360,Stereotypo,8.7,imbaLab,,1488,,1,26,,
23361,Bottle Flipping - Water Flip 2,,tastypill,,10,,,,,
23363,Classic Metal Contra,,Contra Adventure HD,,25,,,,,
23365,Bathroom - room escape game -,,noprops,,6,,,1,,
23366,Escape From Fantasy House,,Games2Jolly,,10,,,,,
23367,Famous Suite Rooms Escape,,EightGames,,,,,,,
23369,隱藏對象古城,,Midva,,49,,,,,
23374,Valley Parking 3D,9.6,Waldschrat Studios,,1357,,,7,,
23379,刀劍煞-刀光劍影，煞氣逼人,,G妹遊戲,,30,,,3,,
23381,槍之軌跡,2.5,UZONE GAMES,,47,,,6,,
23382,Jewels classic Prince,,DySugar Ltd.,,86,,,,,
23383,Cake Island Smash,,Smoote  Mobile,,7,,,,,
23385,Run Sackboy! Run!,,PlayStation Mobile Inc.,,8,,,2,,
23387,Splash Pop,,Frima Studio,,6,,,,,
23388,Bloons Supermonkey 2,,Kaiparasoft Ltd,,12,,,2,,
23389,Flipominos,,Ultramegatronic,,3,,,,,
23391,Bathroom - room escape game -,,Masanori Yamamoto,,10,,,,,
23392,神秘探险,8.6,Devine Lu Linvega,,33017,,17,193,,
23393,泡泡龙-2016最新泡泡龙休闲消除大战游戏,,chao zhang,,30,,,1,,
23395,Lil Big Invasion,,Andreas Britten,,6,,,,,
23397,Yurei Ninja Classic,,Fish Crackers,,80,,,3,,
23399,古剑奇谭一,8,上海聚放网络,,1867,2478,,33,,
23400,PigBang Ru,8.2,TrilobiteSoft Ltd,,121,,,6,,
23403,榫卯KR,9.5,tag Design,,58546,,20,610,,
23405,机战王,6.7,深圳市创梦天地科技有限公司,,14788,,3,40,9443,
23406,根本没有游戏,9.6,KaMiZoTo,,332062,,268,4717,,yes
23407,把玩儿,,"Shanghai Aiello Creative Desi Gn Co., Ltd.",,1,,,1,,
23408,死亡弹幕,9.5,JakiganicSystems,,8057,,8,93,,
23409,疯人院,,DotEmu,,50,,1,3,,
23410,农夫与英雄,8.3,Mad Otter Games,,22615,,108,175,,yes
23411,龙谷世界,6.8,"Backflip Studios, Inc.",,902,,7,36,,
23415,Beach Volleyball Simulator,,Rossana Laurello,,18,,,,,
23416,??! ????,,ekkorr,,36,,,1,,
23417,食之契约,7.7,食之契约制作委员会,番糖游戏,309902,,2358,6160,474163,yes
23419,热血爱丽丝,10,Studio Drill,,278,,,8,,
23420,极无双,5.7,钛核互动,,3185,,48,124,9672,
23421,爱丽丝的红心梦,,Aurum Apps,,77,,,1,,
23423,Mind Snares: 爱丽丝之旅,9,G5 Entertainment,,2520,,1,33,,
23425,起笑愛麗絲,5.3,"more communication Inc,",,375,,1,13,,
23426,密室逃脱闯关版 第4季,,Pengfei Li,,65,,,,,
23427,超级烧脑连线,,LISHENG LI,,131,,,1,,
23428,放开那松鼠,,DROIDHEN LIMITED,,4,,,1,,
23430,X-Tactics,,"GAMKIN, Inc.",,66,,,2,,
23431,Azada,,"Big Fish Games, Inc",,10,,,,,
23432,心灵的声音,9.4,NEOWIZ ABLE STUDIO,,2774,,4,52,,
23433,魔王本色,8.6,whed,,2453,,,17,,
23434,垂钓法则:Season2,,kamusegames,,115,,1,3,,
23435,邦妮早午餐2,,"Funny Lab studios, Inc.",,44,,,1,,
23437,Hopscotch,5.6,uaJoyTech,,424,,,5,,
23438,爱丽丝的河流,9.8,Delirium Studios Evolution S.L.,,882,,,11,,
23440,爱丽丝宝石迷境,,junfeng liu,,46,,,1,,
23442,口袋商业街2,9.1,Glu,,727,,2,17,,
23444,Cabin Escape: Alice's Story -Free Room Escape Game,,Glitch Games,,70,,,,,
23446,Farm Frenzy 3 (疯狂农场3),10,"Alawar Entertainment, Inc",,1242,,,37,,
23447,Agent Alice,,Wooga,,110,,,4,,
23448,凡人修真-2016国民仙侠RPG手游大作,,Blue Oasis Inc,,27,,,4,,
23449,爱丽丝漫游奇境 HD,9.1,Anuman,,296,,,6,,
23452,比特小队,8.5,Kunpo,,899675,,6547,9738,1569025,yes
23453,"Hopscotch, 为每个人设计的计划: 适合孩子们的编码",,Hopscotch Technologies,,130,,,3,,
23454,FINAL FANTASY LEGENDS II,8.6,"SQUARE ENIX Co.,Ltd.",,2512,,3,44,,yes
23455,南极解谜,9.5,aseishi hirotaka,,1073,,,13,,
23456,房间逃脱S203轨道,,aseishi hirotaka,,63,,,2,,
23457,Tugtics,,aseishi hirotaka,,4,,,,,
23458,阿卡西记录,7.4,"SQUARE ENIX Co.,Ltd.",,1508,,,37,,
23459,平衡六边形,,Artem Kulyk,,102,,,3,,
23460,试验Z,6.7,App Holdings,,86294,,691,1042,,
23461,星虫战争,7.7,BANDAI NAMCO Entertainment Europe,,20660,,8,159,,yes
23462,Lord&Master,9.2,COCO Inc.,,1183,,1,13,,
23463,バトルシップウォーズ（BATTLESHIPWARS）,,"KONGZHONGWANGJP Co., Ltd.",,1,,,,,
23464,行星改造,8.2,Alexander Winn,,465084,,1076,1441,,yes
23465,某天：太阳消失了,7.8,Jongkun Lee,,39,,,7,,
23467,Bio Inc. Platinum - Biomedical Plague,8.7,9262-9518 QUEBEC INC.,,47,,,6,,
23468,AR Invaders,,dagan shtifman,,46,,,4,,
23470,像素城市大战,7.9,DGames Apps,,50508,,402,414,,
23472,八家將之仙拚仙,,Tin Yau Lau,,1,,,,,
23474,圣光之誓 - Valiant Force,8.7,FunPlus,,9902,,57,149,,
23476,DeathRun Portable,7.7,Rexet Studio,,19367,,34,82,,
23477,蛋糕物语,8.6,网易游戏,,18467,,48,292,38456,
23478,Rally Racer Dirt,9.5,sbkgames,,3505,,1,29,,
23479,Bubble Bubble BOTO,,SSJ Company,,1,,,,,
23480,五千年以前,,Impression HK,,17,,,1,,
23481,永久的远征队,,JNP GAMES,,19,,,1,,
23484,传奇塔防,9,Babeltime US,,17178,,26,202,,
23485,德比Master,7.1,株式会社ドリコム,,356,,,7,,
23487,俺のストーカー,8.8,satoshi kayao,,946,,,15,,
23488,みにおん三国志,,"Global Systems co.,ltd",,4,,,,,
23489,一筆書き ぷるるん - 大人の脳トレ パズル ゲーム,,kakeru sakurai,,2,,,,,
23490,Room Escape Game - Pictures Room Esacpe,,Tatsuya Kishi,,3,,,,,
23493,[Premium]RPG アスディバインクロス,,"Kotobuki Solution Co., Ltd.",,2,,,,,
23494,Stand O’Food? 3 (Full),,G5 Entertainment AB,,77,,,2,,
23496,Touchgrind,,Illusion Labs AB,,3,,,,,
23497,CHILD APP 10th : Play - Arcade,,KENICHIRO ASAI,,1,,,,,
23498,保护橙子2：伟大旅程,,FDG Mobile Games GbR,,28,,,5,,
23499,槍之軌跡,2.5,UZONE GAMES,,47,,,6,,
23522,武娘CN,6,北京凯奇谷信息技术股份有限公司,,2984,,33,166,,
23523,Pool Break - 3D台球和斯诺克,,Udayan Kale,,121,,,4,,
23525,International Snooker (中文),,Big Head Games Ltd.,,36,,,,,
23527,Move the Match - 移动火柴,,Ying Woon So,,36,,,1,,
23528,史上最牛的游戏2,6.5,Orangenose Studio,,4731,,,29,,
23530,大航海时代5,,CMGE,,96,,,3,,
23531,冒险岛手游,2.8,上海邮通科技有限公司,,18287,,37,282,37395,
23532,坦克雄狮,,Lei Dong,,11,,,2,,
23534,盗墓笔记（全民寻宝，组队探险）,6.1,"Guangdong Xinghui Teamtop Interactive Entertainment Co., Ltd.",,364,,,29,,
23537,ぱちんこAKB48 実機アプリ,,"CROSSGATE.Co.,Ltd.",,4,,,,,
23538,The Chess ～Crazy Bishop～,,Unbalance Corporation,,4,,,,,
23539,Prison Break : Extreme Escape,,DAEMYEONG KONG,,,,,,,
23541,Devious Dungeon,,Ravenous Games Inc.,,17,,,1,,
23542,TowerMadness,,"Limbic Software, Inc.",,10,,,2,,
23543,侏罗纪GO - 恐龙抓拍历险 - 发现并且抓拍可爱、有趣的恐龙,8.2,"BebopBee, Inc.",,133,,,8,,
23544,Christmas Stories: Hans Christian Andersen's Tin Soldier - The Best Holiday Hidden Objects Adventure Game (Full),,"Big Fish Games, Inc",,1,,,,,
23546,"KUTAR GAMES ""RETRO PACK""",,GIGA-RENSYA Inc.,,6,,,,,
23547,Farm Mania,,"Realore, JSC",,13,,,,,
23549,暴徒斩杀,,Drunken Vanguard Studio,,134,,2,4,,
23550,God of Blades,,"White Whale Games, LLC",,84,,,1,,
23551,Final Shot - FPS,,Netmarble Games Corp.,,57,,1,1,,
23552,SD敢达强袭战线,5.8,上海久游网络科技有限公司,,5422,,9,117,12590,
23553,酷狗舞神-夏日浪漫 青春炫舞无极限,,Guangzhou Lechang Software Technology Co.Ltd.,,158,,1,3,,
23561,Juju on that Beat - The Game,,Gold Coast Apps,,6,,,,,
23562,Lewandowski: Football Star,,Fuero Games Sp. z o.o.,,1,,,,,
23564,?? ??? ? ??,,"YJM Games Co.,Ltd",,33,,,,,
23565,矢量跑酷 iPhone免费版,,MOBILNYE IGRY OOO,,251,,,6,,
23566,Weaphones Firearms Simulator 2,,Mark Raykhenberg,,145,,,3,,
23569,罪惡之城(World of Devil)-華麗魔幻3D冒險動作手游,,Haiming Feng,,3,,,1,,
23572,Bloons TD,,Kaiparasoft Ltd,,7,,,1,,
23573,Breach & Clear,9.1,Gun Media,,804,,4,10,,
23574,Castle Age HD,,"Phoenix Age, Inc.",,20,,,5,,
23575,"最佳足球-打造传奇实况阵容,变身世界足球经理",,wang lihong,,48,,,2,,
23576,秦時明月 - 地澤萬物,7.3,Tzu Jung Lee,,71,,,7,,
23577,It Girl - Celebrity Story,,"CRAZY LABS BY TABTALE , G.P.",,14,,,,,
23580,将棋 日本象棋,9.8,Cross Field Inc.,,470,,1,16,,
23581,3D Rally Racing,,Alexandru Marusac,,15,,,,,
23583,荒野狂潮,9.9,Vblank Entertainment Inc.,,444,,2,16,,
23584,血之荣耀2-传奇,8.8,Glu,,309,,,12,,
23586,探寻者记,9.6,MyTona,,796,,4,10,,
23588,Zombie Squad,,Play365,,451,,,1,,
23589,暗杀者:打飞镖游戏,,bluebyte,,239,,,,,
23591,Bottle Flip Challenge,,Tool Box Studio,,37,,,2,,
23592,Drilla - 最佳挖掘模拟器游戏,7.4,BlackBears,,6878,,20,54,,
23593,City Cab Driver 2016,,"Tapinator, Inc. (Ticker: TAPM)",,64,,,3,,
23595,Clown Tracker 2016,,Cult Games,,1,,,,,
23596,Police Car Driving Offroad,,Game Pickle,,289,,,4,,
23597,Soccer Career,,Soccer Football,,22,,,,,
23598,Stickman Five Nights Survival,,Digi-Chain Games,,174,,,1,,
23599,18: Dream WorldUS,,GameSamba,,139,,,2,,
23600,Lust in Terror Manor | Otome,,Abracadabra Inc.,,74,,,,,
23601,Ninja Samurai Turtles Games,,CH-Som 16,,,,,,,
23602,水瓶翻转高手2K16,,New Ideagame,,93,,,3,,
23603,Jumping box~I can fly~,,arcknot,,,,,,,
23604,脱出ゲーム KINDERGARTEN はなちゃんのイタズラ,,Owl Soft,,8,,,,,
23605,QuickCrawler,,SunnyWardGames,,37,,1,3,,
23606,Lion Cub Rescue 2,,Games2Jolly,,1,,,,,
23607,脱出倶楽部S10湖畔の別荘編：体験版,,Garusoft Development Inc.,,2,,,,,
23608,Escape from New Style hotel,,EightGames,,1,,,,,
23609,Goal Finger,,GlobZ,,10,,,,,
23611,黑猫的四路围棋,9.8,The Nihon Kiin,,250,,,11,,
23613,幸运一击: 老虎机RPG,5.9,Super Awesome Inc.,,1374,,3,28,,
23614,摔角比赛,3.5,Fun Action Apps,,299,,,9,,
23616,A BREAKOUT MAGIC,,Gloria Hernandez,,,,,,,
23617,落跑勇者,,PlayOne Studio,,1,,,1,,
23619,企鹅来了,,PlayOne Studio,,7,,,,,
23621,三国合战,6.5,EasyTech,,1618,,1,31,,
23625,Super Moto Barf Free,,FroggyCat Studios,,1,,,,,
23627,Heroes of Loot 2,9.7,OrangePixel,,598,,1,8,,
23628,炸弹堂VR策略版,8.9,萌果VR,,956,51,1,7,,
23630,Sea of Squares,,ELECTROFISH INTERACTIVE LTD,,16,,,,,
23631,挖矿闪电战,,Pine Entertainment,,56,,1,1,,
23632,梦幻诛仙,4.8,腾讯,,15898,,6,210,13299,
23634,Burger Star - Super Chef Adventures,,Kids Fun Club by TabTale,,5,,,,,
23636,节奏英雄,7.1,"Hero Entertainment Co., Ltd.",,409,,,15,,
23637,Midnight Star Renegade,,Industrial Toys LLC,,3,,,,,
23638,Towelfight 2,9.3,Butterscotch Shenanigans,,5052,,8,69,,
23640,脱出ゲーム Wonder Room 3 -ワンダールーム３-,,Akina Kubota,,1,,,,,
23641,Shooty Skies,9.8,Mighty Games Group Pty Ltd,,320,,1,11,,
23643,百萬亞瑟王,9.9,Gamonster Inc,,2848,,12,164,,
23644,Last Soul,9.3,Hound 13,,,20668,10,195,,
23645,Autumn Dynasty - RTS,10,Touch Dimensions,,810,,2,12,,
23647,萨拉失踪了,9,Kaigan Games O?,,9912,,20,223,,
23648,PHANTOGEIST,,TRIXI,,6,,,,,
23650,逃离恐怖地带,8.3,Dan Allsop,,475,,,6,,
23652,两个骰子,,Li Yinjian,,25,,,1,,
23653,潜行公司2：克隆游戏,,NVIDIA Lightspeed Studios,,79,,,1,,
23654,BLUK - Physics Adventure,9.2,Pixel Ape Studios,,6093,,1,64,,
23656,小小大脚怪,,KizStudios,,99,,,2,,
23659,地狱摩托 2,8.6,Anji Games,,115549,,44,526,,yes
23660,DC传奇,6.9,Warner Bros. International Enterprises,,2841,,3,45,,
23661,沙漠蠕虫,8.3,Devm Games SE,,7817,,2,52,,
23663,Nekosan,7.1,1Button SARL,,137,,1,7,,
23664,地狱摩托,9.4,Anji Games,,54800,,14,313,,yes
23665,机器人5号,,Animoca,,132,,,3,,
23667,蒸汽朋克塔防,8.6,Chillingo,,17196,,3,63,,
23671,主公帮帮忙-脑洞大开的魔性三国策略手游,,jin liu,,1,,,,,
23672,Steampunk Defense,4,stereo7 games,,212,,,6,,
23676,三国ブレイズ：オンライン三国志RPG,5.1,DMMGAMES,,17,,,5,,
23678,摩天楼,9.4,Kumobius,,84087,,52,420,,yes
23680,汽车炮手萨姆,,Madras Games,,834,,1,7,,
23681,Mechanicus logic puzzle game for IQ,,TeslaGames,,16,,,2,,
23684,霓虹阴影,8.4,Crescent Moon Games,,27910,,19,111,,
23687,蒸汽朋克世界大冒险,,FanART Games Oy,,20,,,,,
23689,音符斗士,6.3,MythicOwl,,631,,,12,,
23690,蒸汽朋克,5.4,Monster Robot Studios,,366,,,11,,
23691,Quiz RPG: World of Mystic Wiz,,"COLOPL, Inc.",,13,,,1,,
23693,Armor Blitz,,"Gaudium, Inc.",,146,,,3,,
23694,Go HaramBae Go,,"Southwest Social Influence, Inc",,5,,1,,,
23695,Phantasmat: Behind the Mask (Full),,"Big Fish Games, Inc",,4,,,,,
23696,Tap Robo,,"Zonmob Tech., JSC",,39,,,1,,
23697,Popcorn Chef,9.6,HEAT9,,655,,,6,,
23699,Lost Colors: world of secrets,,Vitaliy Ishutin,,1,,,,,
23700,神勇守卫者,,Ashot Balasanyan,,91,,,3,,
23701,Office Story,,Office Story Team,,276,,,3,,
23702,勇者鬥惡龍 怪物狂歡派對,7.2,So-net,,3092,,7,42,,
23703,時間陷阱 - 寻物 解谜 游戏 - 隐藏对象,7.6,CrispApp,,679,,,12,,
23704,冒险逃跑：时间图书馆 (Adventure Escape),,Haiku Games,,88,,,2,,
23705,Forgotten Tales RPG,7.3,DM Studio,,410,,,5,,
23706,聖劍的後裔,,Gameflier,,122,,,3,,
23708,STEINS;GATE KR,,5pb.Inc.,,33,,,2,,
23710,决战光明顶,3.7,蜗牛游戏,,169,,3,8,448,
23711,天下X天下,8.8,深圳市嘿洛游戏网络科技有限公司,,1081,,7,47,,
23719,初心?侠,,Lizheng Gao,,110,,,5,,
23721,枪之荣耀付费版,9,www.handy-games.com GmbH,,309,,,13,,
23726,キャバ嬢カノン　～ほろよい恋日記～,7.4,Cybergate Technology Limited,,209,,,6,,
23727,激ムズ！和のひとふで書き！,,HAYATO SAITO,,,,,,,
23728,可愛い育成ゲーム【ウオノエちゃん～恋する寄生虫～】,8.2,TAP ENTERTAINMENT INC.,,107,,,6,,
23731,Albert 和 Otto,5.9,Mokuni LLC,,172,,,6,,
23732,[Premium]RPG アスディバインハーツ２,,"Kotobuki Solution Co., Ltd.",,,,,,,
23733,Survival Island 3D PRO,,Kristina Fedenkova,,40,,,1,,
23735,VR Crazy Bike Race: Traffic Racing Free,,Door to Apps,,19,,,,,
23736,Rockstars of Ooo - Adventure Time Rhythm Game,,"Turner Broadcasting System, Inc.",,101,,,5,,
23737,打架吧！蘿莉,,shentao li,,17,,,3,,
23738,Watch out Zombies!,,Ashot Balasanyan,,14,,,2,,
23739,The River Test?,,Patricia Romani,,1,,,,,
23741,你必须造一艘船,9.3,EightyEight Games,,3699,,,25,,
23756,"少年青云记-Q萌自由式野外PK,跨服国战!",,Rongze Lian,,7,,,,,
23759,Keepy Ducky,,iBallisticSquid,,6,,,1,,
23760,Oops You Died,,"Signal Zero, Inc.",,,,,,,
23761,ドカン星人 - 救えないチキュウジンを救え！,,"UUUM CO., LTD.",,1,,,,,
23762,秘宝伝 -太陽を求める者達-,,PAON DP Inc.,,2,,,,,
23766,FO3数据,,Trieu Le,,13,,,,,
23767,?????,,2BECOME1 Inc.,,41,,,1,,
23768,Bouncy Seed!,,MYBO (Media)Ltd.Co.,,1,,,,,
23769,Japan Food Adventure,,afzainizam zahari,,12,,,1,,
23770,Happy Burger Days,,afzainizam zahari,,3,,,,,
23773,Micromon,,MOGA,,15,,,1,,
23774,Drive Simulator 2016,,Asim Ahmad,,82,,,1,,
23776,数独 Premium,10,"Icenta, Inc.",,376,,,6,,
23777,九宫格数独,,Jong Min Deng,,51,,,,,
23778,宝石塔防-最新热门策略TD游戏,,Hu Li,,71,,,1,,
23780,日单词地下城：冒险之路,7.8,Terry Young Studio,,147,,,5,,
23781,初恋判断器,,4TNK,,2,,,,,
23782,開心猜謎語,,FangcunGame,,59,,,,,
23783,Number Knot,,Codejuggler,,164,,,1,,
23786,九陰真經3D-決戰光明頂,,AiCombo,,125,,1,5,,
23787,Word Search,,"GO Big, Emoji, Camera, Applock & Security!",,13,,,,,
23788,Tales from the Dragon Mountain: the Lair (Full),,G5 Entertainment AB,,10,,,,,
23789,火柴人大战僵尸3D,6,TnTn,,1636,,,11,,
23790,Evil Dead: Endless Nightmare,,Boomdash Digital Ltd,,105,,,5,,
23791,Extreme Offroad Driver,,GameDivision,,130,,,1,,
23792,Lowrider Hoppers,8.9,Stop4Sanity LLC,,182,,,7,,
23793,万圣节女巫拼图世界,,Go Vuzzle,,6,,,,,
23794,Escape Game: Random Room,,Short2Games,,26,,,1,,
23795,Great Hen Escape,,Games2Jolly,,1,,,,,
23796,PURU-PURU:點點連結（快乐的连线游戏）,,flyzion,,70,,,1,,
23799,恐龙机器人 -终结者变形霸王龙,,TheFlash&FirstFox,,197,,,2,,
23800,反击骑士,,FiveFinger,,19,,,1,,
23801,Лучники 2,7.9,BYV,,17784,,32,250,,
23803,最强大脑者,,HaFaLi,,124,,,3,,
23804,破碎黎明II 高清版,8.5,Hummingbird Mobile Games,,2296,,6,145,,
23805,破碎黎明:阴影（高清版）,8.7,Hummingbird Mobile Games,,33007,,51,826,,
23806,抛弃的人生存岛: 探索和建設的失乐园,2.2,"Tiny Dragon Adventure Games: Craft, Sport & RPG",,488,,,47,,
23807,Galaxy Attack: Alien Shooter,7,Venus88 Studio,,4625,,,6,,
23808,"神仙大老二OL-天天挂機魔塔刷鑽石,龍戰三國攻城掠地激情pk",,xuegaogame,,28,,1,1,,
23811,Classic Mahjong Quest,,Mahjong solitaire mahjongg,,3,,,,,
23812,糖果节日趴-Candy Festival Halloween,,match_3_puzzles,,4,,,,,
23814,長髮公主夢幻婚禮,,Bear Hug Media Inc,,173,,1,,,
23815,Viber Diamond Rush,,Viber Media S.à r.l.,,13,,,,,
23817,Lonely Chick,,GYU-SANG KYUNG,,1,,,,,
23818,Smithy (Evolution Game),,GYU-SANG KYUNG,,,,,,,
23820,Kids Learn to Read,,Intellijoy,,,,,,,
23821,Lanterns: The Harvest Festival,,Dire Wolf Digital LLC,,4,,,,,
23822,"Yoo Ninja Rush - Jumping, No Ads",,Wei Wang,,,,,,,
23823,Code Guess Mastermind,,XL Software Solutions,,4,,,,,
23824,The Smurfs Hide & Seek with Brainy,,"iStoryTime, Inc.",,2,,,,,
23826,死亡巨石,8.9,"Turner Broadcasting System, Inc.",,8420,,5,77,,
23827,太空餐车,,One Man Left,,28,,,1,,
23829,创造世界2,7.1,Incuvo sp. z o.o.,,4436,,2,33,,
23830,Overtime Rush - 史诗策略,,iBear LLC,,11,,,,,
23831,生死狙击,4.7,无端科技,,52000,,159,900,168698,
23832,ZenDots 2 - One Dot’s Journey,,"Little White Bear Studios, LLC",,10,,,,,
23833,Beach Buggy Racing,9.6,Vector Unit,,7303,,1,14,,
23834,Kendall and Kylie,,Glu,,18,,,1,,
23835,大木箱,,UnknownProjectX,,114,,,3,,
23837,重走长征路★纪念长征胜利80周年,8.6,北京六趣网络科技有限公司,,42081,,57,655,,
23838,Trace Dots,,TAKOYAKING,,14,,,,,
23839,Chess Clock by Chess.com,,"Chess.com, LLC",,4,,,,,
23842,The Dice is Cast,7.1,Next Stage Inc.,,849,,1,10,,
23843,R-TYPE II,,DotEmu,,2,,,,,
23844,初心?俠,,Lizheng Gao,,16,,,1,,
23845,黑白雨夜 (Calvino Noir),10,Calvino Noir Limited,,3042,,,27,,
23848,???,,NEXT MOVE TECHNOLOGY COMPANY LIMITED,,1,,,,,
23849,摇晃,,The Frosty Pop Corps Inc,,10,,,1,,
23850,Cat QuestUS,9.4,Kongregate,,738,,2,36,,
23854,Spider Trouble,9.6,Sapphire Bytes,,576,,,6,,
23857,GeoBee Challenge HD by National Geographic,,National Geographic Society,,,,,,,
23859,愤怒的小鸟：演化,7.8,Rovio Entertainment Ltd.,,139395,,416,1056,,yes
23860,星探零式,,NEKOGAMES,,58,,,3,,
23861,RDBK,,NEKOGAMES,,2,,,,,
23862,MySnowFlake,,NEKOGAMES,,8,,,,,
23863,挖矿闪电战,,Pine Entertainment,,56,,1,1,,
